# timestamp (ns), altitide (m)
1631087963142636288,1.335950000000000e+02
1631087963418728704,1.335590000000000e+02
1631087963650640896,1.335160000000000e+02
1631087963907866624,1.334790000000000e+02
1631087964157496832,1.334490000000000e+02
1631087964414644736,1.334230000000000e+02
1631087964647262720,1.333960000000000e+02
1631087964897863424,1.333900000000000e+02
1631087965153435392,1.333820000000000e+02
1631087965409359104,1.333900000000000e+02
1631087965642808320,1.333830000000000e+02
1631087965908961536,1.333900000000000e+02
1631087966141318400,1.334070000000000e+02
1631087966399562240,1.334150000000000e+02
1631087966643924736,1.334230000000000e+02
1631087966899271680,1.334220000000000e+02
1631087967152993536,1.334210000000000e+02
1631087967410166016,1.334330000000000e+02
1631087967638451456,1.334470000000000e+02
1631087967903394048,1.334710000000000e+02
1631087968137932288,1.334940000000000e+02
1631087968415143936,1.335110000000000e+02
1631087968639693312,1.335160000000000e+02
1631087968895038720,1.335200000000000e+02
1631087969149933312,1.335220000000000e+02
1631087969406832640,1.335170000000000e+02
1631087969657245952,1.334980000000000e+02
1631087969890031616,1.334900000000000e+02
1631087970145595904,1.335020000000000e+02
1631087970401910272,1.335530000000000e+02
1631087970633538560,1.336290000000000e+02
1631087970890521088,1.336980000000000e+02
1631087971146508544,1.337740000000000e+02
1631087971402210816,1.338450000000000e+02
1631087971654850048,1.339210000000000e+02
1631087971889579264,1.340170000000000e+02
1631087972144850688,1.341050000000000e+02
1631087972399346944,1.342020000000000e+02
1631087972650804736,1.343000000000000e+02
1631087972906745344,1.343870000000000e+02
1631087973141302528,1.344710000000000e+02
1631087973418746112,1.345420000000000e+02
1631087973651014656,1.346160000000000e+02
1631087973888787712,1.347000000000000e+02
1631087974146243840,1.347940000000000e+02
1631087974402140672,1.348910000000000e+02
1631087974654966272,1.349840000000000e+02
1631087974889154816,1.350610000000000e+02
1631087975142566912,1.351370000000000e+02
1631087975400723200,1.352220000000000e+02
1631087975653741824,1.353040000000000e+02
1631087975900590080,1.353830000000000e+02
1631087976155006208,1.354520000000000e+02
1631087976411557632,1.355260000000000e+02
1631087976644059648,1.356000000000000e+02
1631087976902514688,1.356840000000000e+02
1631087977156344320,1.357800000000000e+02
1631087977413740032,1.358790000000000e+02
1631087977645150976,1.359640000000000e+02
1631087977899086080,1.360390000000000e+02
1631087978154943232,1.361130000000000e+02
1631087978410450944,1.361920000000000e+02
1631087978651792640,1.362710000000000e+02
1631087978906742272,1.363470000000000e+02
1631087979140575488,1.364320000000000e+02
1631087979418838784,1.365060000000000e+02
1631087979628381952,1.365820000000000e+02
1631087979906312704,1.366410000000000e+02
1631087980154356224,1.366910000000000e+02
1631087980411629312,1.367300000000000e+02
1631087980654430208,1.367760000000000e+02
1631087980889209856,1.368280000000000e+02
1631087981145088256,1.368690000000000e+02
1631087981398682880,1.369150000000000e+02
1631087981651650304,1.369670000000000e+02
1631087981908252416,1.370100000000000e+02
1631087982141732096,1.370420000000000e+02
1631087982398479360,1.370740000000000e+02
1631087982642700288,1.371030000000000e+02
1631087982898647552,1.371340000000000e+02
1631087983152517632,1.371720000000000e+02
1631087983408783616,1.372150000000000e+02
1631087983642985216,1.372540000000000e+02
1631087983894992128,1.372870000000000e+02
1631087984127785472,1.373130000000000e+02
1631087984407964672,1.373290000000000e+02
1631087984658088960,1.373600000000000e+02
1631087984891650048,1.373900000000000e+02
1631087985146690048,1.374240000000000e+02
1631087985402755584,1.374560000000000e+02
1631087985648291328,1.374890000000000e+02
1631087985880889856,1.375190000000000e+02
1631087986158170368,1.375490000000000e+02
1631087986414991360,1.375840000000000e+02
1631087986654509056,1.376350000000000e+02
1631087986888309504,1.376850000000000e+02
1631087987143042816,1.377230000000000e+02
1631087987399947264,1.377550000000000e+02
1631087987653788672,1.377880000000000e+02
1631087987887764992,1.378220000000000e+02
1631087988143155456,1.378440000000000e+02
1631087988400083200,1.378620000000000e+02
1631087988628715776,1.378850000000000e+02
1631087988906800640,1.379090000000000e+02
1631087989139497728,1.379430000000000e+02
1631087989417798400,1.379840000000000e+02
1631087989649914624,1.380280000000000e+02
1631087989904214272,1.380810000000000e+02
1631087990137902592,1.381350000000000e+02
1631087990394150656,1.381750000000000e+02
1631087990649138944,1.382130000000000e+02
1631087990907263744,1.382460000000000e+02
1631087991141874944,1.382770000000000e+02
1631087991418778368,1.383080000000000e+02
1631087991650688768,1.383480000000000e+02
1631087991902156800,1.383780000000000e+02
1631087992156324864,1.384040000000000e+02
1631087992413550848,1.384260000000000e+02
1631087992646180096,1.384370000000000e+02
1631087992901852160,1.384740000000000e+02
1631087993134884864,1.385010000000000e+02
1631087993413938688,1.385170000000000e+02
1631087993648289024,1.385360000000000e+02
1631087993897257216,1.385570000000000e+02
1631087994153245440,1.385600000000000e+02
1631087994409483520,1.385390000000000e+02
1631087994642953728,1.385050000000000e+02
1631087994895479552,1.384710000000000e+02
1631087995150788864,1.384400000000000e+02
1631087995407116288,1.384180000000000e+02
1631087995639743232,1.383980000000000e+02
1631087995906469632,1.383800000000000e+02
1631087996141815040,1.383530000000000e+02
1631087996418333952,1.383330000000000e+02
1631087996650635520,1.383300000000000e+02
1631087996903415808,1.383250000000000e+02
1631087997158398208,1.383270000000000e+02
1631087997414696448,1.383280000000000e+02
1631087997628165376,1.383160000000000e+02
1631087997906660352,1.382990000000000e+02
1631087998140086016,1.382670000000000e+02
1631087998418863872,1.382300000000000e+02
1631087998650472704,1.381770000000000e+02
1631087998898034688,1.381100000000000e+02
1631087999154167040,1.380510000000000e+02
1631087999410433280,1.380040000000000e+02
1631087999643309056,1.379750000000000e+02
1631087999895472384,1.379650000000000e+02
1631088000150323200,1.379720000000000e+02
1631088000406018304,1.379740000000000e+02
1631088000639126272,1.379630000000000e+02
1631088000905414144,1.379620000000000e+02
1631088001138400256,1.379660000000000e+02
1631088001416290048,1.379700000000000e+02
1631088001650533632,1.379770000000000e+02
1631088001903698176,1.379820000000000e+02
1631088002158736896,1.379870000000000e+02
1631088002416232192,1.379860000000000e+02
1631088002647271680,1.379880000000000e+02
1631088002888178176,1.380050000000000e+02
1631088003148550656,1.380130000000000e+02
1631088003405168384,1.380180000000000e+02
1631088003652246016,1.380070000000000e+02
1631088003906848768,1.380010000000000e+02
1631088004141415424,1.380070000000000e+02
1631088004418453504,1.380210000000000e+02
1631088004651622656,1.380190000000000e+02
1631088004887579136,1.380050000000000e+02
1631088005143697664,1.379840000000000e+02
1631088005400565504,1.379790000000000e+02
1631088005640354304,1.379700000000000e+02
1631088005894544384,1.379520000000000e+02
1631088006149876736,1.379420000000000e+02
1631088006405976576,1.379490000000000e+02
1631088006640442624,1.379580000000000e+02
1631088006887292160,1.379730000000000e+02
1631088007149881344,1.379930000000000e+02
1631088007429218304,1.380120000000000e+02
1631088007659305984,1.380230000000000e+02
1631088007901790720,1.380210000000000e+02
1631088008156669440,1.380010000000000e+02
1631088008413840896,1.379830000000000e+02
1631088008654850304,1.379670000000000e+02
1631088008888665344,1.379570000000000e+02
1631088009143669504,1.379520000000000e+02
1631088009400250624,1.379320000000000e+02
1631088009653479680,1.379100000000000e+02
1631088009911125760,1.379070000000000e+02
1631088010155121408,1.379180000000000e+02
1631088010411964160,1.379490000000000e+02
1631088010639204864,1.379810000000000e+02
1631088010890942208,1.380060000000000e+02
1631088011145708544,1.380180000000000e+02
1631088011403293696,1.380220000000000e+02
1631088011656028416,1.380320000000000e+02
1631088011888147712,1.380260000000000e+02
1631088012146468352,1.380210000000000e+02
1631088012403098624,1.380080000000000e+02
1631088012656680192,1.379890000000000e+02
1631088012902269952,1.379670000000000e+02
1631088013157701376,1.379480000000000e+02
1631088013416175104,1.379320000000000e+02
1631088013647259392,1.379240000000000e+02
1631088013903123456,1.379120000000000e+02
1631088014138283776,1.379000000000000e+02
1631088014398873088,1.378890000000000e+02
1631088014651904256,1.378620000000000e+02
1631088014899898880,1.378290000000000e+02
1631088015153770752,1.378120000000000e+02
1631088015410653440,1.378020000000000e+02
1631088015643212800,1.377850000000000e+02
1631088015888246272,1.377650000000000e+02
1631088016166029312,1.377540000000000e+02
1631088016399094272,1.377240000000000e+02
1631088016653724160,1.377090000000000e+02
1631088016908315904,1.376990000000000e+02
1631088017140981504,1.376860000000000e+02
1631088017412842752,1.376870000000000e+02
1631088017645233408,1.376890000000000e+02
1631088017899617280,1.377120000000000e+02
1631088018139562752,1.377370000000000e+02
1631088018408798208,1.377620000000000e+02
1631088018641246720,1.377780000000000e+02
1631088018889314048,1.377850000000000e+02
1631088019144329728,1.377880000000000e+02
1631088019400910848,1.377890000000000e+02
1631088019653176832,1.377760000000000e+02
1631088019909097728,1.377570000000000e+02
1631088020141172736,1.377290000000000e+02
1631088020398673920,1.376970000000000e+02
1631088020652382976,1.376620000000000e+02
1631088020907140608,1.376410000000000e+02
1631088021165634304,1.376190000000000e+02
1631088021400112128,1.376070000000000e+02
1631088021653726464,1.376030000000000e+02
1631088021902889728,1.375970000000000e+02
1631088022138334464,1.375900000000000e+02
1631088022415424512,1.375850000000000e+02
1631088022648499200,1.375660000000000e+02
1631088022903071232,1.375400000000000e+02
1631088023138548480,1.375210000000000e+02
1631088023415985664,1.375090000000000e+02
1631088023648270592,1.375040000000000e+02
1631088023902752512,1.374960000000000e+02
1631088024153434624,1.374870000000000e+02
1631088024409420032,1.374710000000000e+02
1631088024644335616,1.374500000000000e+02
1631088024900898560,1.374320000000000e+02
1631088025155193600,1.374130000000000e+02
1631088025411503616,1.374100000000000e+02
1631088025643845888,1.374120000000000e+02
1631088025889728768,1.374150000000000e+02
1631088026145361920,1.374180000000000e+02
1631088026402098432,1.374140000000000e+02
1631088026657068800,1.374060000000000e+02
1631088026912804608,1.373830000000000e+02
1631088027144910336,1.373560000000000e+02
1631088027401380864,1.373350000000000e+02
1631088027639109376,1.373150000000000e+02
1631088027907059200,1.372930000000000e+02
1631088028139442944,1.372550000000000e+02
1631088028417556992,1.372060000000000e+02
1631088028639252992,1.371370000000000e+02
1631088028894215936,1.370810000000000e+02
1631088029147873792,1.370250000000000e+02
1631088029405923072,1.369720000000000e+02
1631088029658919680,1.369000000000000e+02
1631088029894277120,1.368240000000000e+02
1631088030149702656,1.367280000000000e+02
1631088030399853312,1.366400000000000e+02
1631088030646345472,1.365770000000000e+02
1631088030900625408,1.365100000000000e+02
1631088031156529664,1.364490000000000e+02
1631088031412861696,1.363870000000000e+02
1631088031643919872,1.363410000000000e+02
1631088031899812608,1.363050000000000e+02
1631088032141593344,1.362570000000000e+02
1631088032419003136,1.362010000000000e+02
1631088032652000768,1.361280000000000e+02
1631088032889873920,1.360400000000000e+02
1631088033149596160,1.359510000000000e+02
1631088033406143744,1.358590000000000e+02
1631088033637240064,1.357750000000000e+02
1631088033912025856,1.356900000000000e+02
1631088034142393856,1.355870000000000e+02
1631088034399484160,1.354900000000000e+02
1631088034652252416,1.354020000000000e+02
1631088034908717312,1.353120000000000e+02
1631088035140339200,1.352080000000000e+02
1631088035418449920,1.351030000000000e+02
1631088035638843136,1.349870000000000e+02
1631088035906635520,1.348850000000000e+02
1631088036141422336,1.347990000000000e+02
1631088036418568960,1.347140000000000e+02
1631088036650523136,1.346330000000000e+02
1631088036904910592,1.345610000000000e+02
1631088037159189248,1.344980000000000e+02
1631088037415836416,1.344320000000000e+02
1631088037646296576,1.343610000000000e+02
1631088037901051648,1.342860000000000e+02
1631088038133523968,1.342170000000000e+02
1631088038411596288,1.341530000000000e+02
1631088038643337728,1.340870000000000e+02
1631088038898910464,1.340210000000000e+02
1631088039157543936,1.339590000000000e+02
1631088039412514560,1.338930000000000e+02
1631088039645118720,1.338270000000000e+02
1631088039899563264,1.337540000000000e+02
1631088040169508864,1.336780000000000e+02
1631088040403475712,1.336180000000000e+02
1631088040656322048,1.335420000000000e+02
1631088040902115072,1.334660000000000e+02
1631088041157578496,1.333780000000000e+02
1631088041414406656,1.333030000000000e+02
1631088041669545472,1.332280000000000e+02
1631088041898977536,1.331720000000000e+02
1631088042153750784,1.331320000000000e+02
1631088042410244864,1.331040000000000e+02
1631088042640456448,1.330960000000000e+02
1631088042896976128,1.330800000000000e+02
1631088043153231872,1.330600000000000e+02
1631088043410396160,1.330300000000000e+02
1631088043639350272,1.330020000000000e+02
1631088043900822528,1.329830000000000e+02
1631088044156005376,1.329790000000000e+02
1631088044411650304,1.329610000000000e+02
1631088044640257024,1.329440000000000e+02
1631088044893439744,1.329380000000000e+02
1631088045148770816,1.329280000000000e+02
1631088045405806592,1.329470000000000e+02
1631088045646507264,1.329590000000000e+02
1631088045904495104,1.329690000000000e+02
1631088046155949568,1.329860000000000e+02
1631088046413389312,1.329930000000000e+02
1631088046657965056,1.329900000000000e+02
1631088046891758848,1.329810000000000e+02
1631088047145944576,1.329710000000000e+02
1631088047401449984,1.329670000000000e+02
1631088047654247168,1.329770000000000e+02
1631088047909491968,1.330130000000000e+02
1631088048142300416,1.330570000000000e+02
1631088048400087552,1.331050000000000e+02
1631088048652129792,1.331720000000000e+02
1631088048906996480,1.332510000000000e+02
1631088049140279552,1.333300000000000e+02
1631088049419397632,1.333820000000000e+02
1631088049639473664,1.334360000000000e+02
1631088049888897536,1.334900000000000e+02
1631088050143451648,1.335340000000000e+02
1631088050400518144,1.335770000000000e+02
1631088050652250880,1.336290000000000e+02
1631088050909746944,1.336870000000000e+02
1631088051140654848,1.337390000000000e+02
1631088051419135232,1.337810000000000e+02
1631088051652013312,1.338200000000000e+02
1631088051906455040,1.338600000000000e+02
1631088052139960320,1.339060000000000e+02
1631088052407450624,1.339480000000000e+02
1631088052639924992,1.339970000000000e+02
1631088052894734592,1.340320000000000e+02
1631088053149417728,1.340740000000000e+02
1631088053405686784,1.341150000000000e+02
1631088053651627008,1.341540000000000e+02
1631088053895378688,1.341920000000000e+02
1631088054149502720,1.342170000000000e+02
1631088054406183936,1.342330000000000e+02
1631088054661012992,1.342480000000000e+02
1631088054888749056,1.342570000000000e+02
1631088055145600512,1.342740000000000e+02
1631088055426787840,1.342830000000000e+02
1631088055654541568,1.342900000000000e+02
1631088055915308288,1.343090000000000e+02
1631088056146799616,1.343310000000000e+02
1631088056408958976,1.343530000000000e+02
1631088056657467904,1.343780000000000e+02
1631088056913149184,1.344080000000000e+02
1631088057143874304,1.344340000000000e+02
1631088057422913792,1.344740000000000e+02
1631088057652303360,1.345160000000000e+02
1631088057907288576,1.345470000000000e+02
1631088058141287168,1.345720000000000e+02
1631088058409534208,1.345860000000000e+02
1631088058647312128,1.346020000000000e+02
1631088058901678336,1.346250000000000e+02
1631088059156829440,1.346600000000000e+02
1631088059413790208,1.346900000000000e+02
1631088059659366144,1.347290000000000e+02
1631088059892629760,1.347750000000000e+02
1631088060147023360,1.348280000000000e+02
1631088060403027968,1.348730000000000e+02
1631088060657323008,1.349160000000000e+02
1631088060894425088,1.349580000000000e+02
1631088061150126592,1.350070000000000e+02
1631088061427408640,1.350460000000000e+02
1631088061639654912,1.350830000000000e+02
1631088061900778752,1.351270000000000e+02
1631088062156708864,1.351560000000000e+02
1631088062411810048,1.351730000000000e+02
1631088062644234240,1.351840000000000e+02
1631088062890770176,1.351830000000000e+02
1631088063152295936,1.351840000000000e+02
1631088063407645952,1.351890000000000e+02
1631088063656121344,1.351800000000000e+02
1631088063909098752,1.351660000000000e+02
1631088064142332416,1.351510000000000e+02
1631088064419374592,1.351430000000000e+02
1631088064652114944,1.351340000000000e+02
1631088064908497920,1.351230000000000e+02
1631088065141607936,1.351030000000000e+02
1631088065419917312,1.350790000000000e+02
1631088065638508544,1.350540000000000e+02
1631088065909687552,1.350400000000000e+02
1631088066142768384,1.350280000000000e+02
1631088066420389888,1.350180000000000e+02
1631088066651879424,1.350130000000000e+02
1631088066906559488,1.350080000000000e+02
1631088067139862784,1.350260000000000e+02
1631088067418547456,1.350430000000000e+02
1631088067654767360,1.350480000000000e+02
1631088067909369344,1.350500000000000e+02
1631088068142957312,1.350420000000000e+02
1631088068419579136,1.350250000000000e+02
1631088068653828352,1.350140000000000e+02
1631088068907749888,1.350150000000000e+02
1631088069141800704,1.350090000000000e+02
1631088069418518272,1.350050000000000e+02
1631088069649547520,1.350050000000000e+02
1631088069905480448,1.350060000000000e+02
1631088070158510848,1.350130000000000e+02
1631088070414666240,1.350290000000000e+02
1631088070646744064,1.350360000000000e+02
1631088070904861696,1.350410000000000e+02
1631088071159592192,1.350400000000000e+02
1631088071415132928,1.350390000000000e+02
1631088071648059648,1.350420000000000e+02
1631088071902702592,1.350420000000000e+02
1631088072155424512,1.350460000000000e+02
1631088072411958272,1.350490000000000e+02
1631088072643126272,1.350390000000000e+02
1631088072893379072,1.350290000000000e+02
1631088073144577792,1.350190000000000e+02
1631088073400624896,1.350190000000000e+02
1631088073656262144,1.350250000000000e+02
1631088073909249280,1.350210000000000e+02
1631088074152080640,1.350110000000000e+02
1631088074407403008,1.349900000000000e+02
1631088074640110080,1.349690000000000e+02
1631088074907093248,1.349610000000000e+02
1631088075140219904,1.349620000000000e+02
1631088075417441792,1.349650000000000e+02
1631088075649964544,1.349630000000000e+02
1631088075889587200,1.349510000000000e+02
1631088076150482688,1.349370000000000e+02
1631088076430094592,1.349310000000000e+02
1631088076659720192,1.349260000000000e+02
1631088076895496192,1.349150000000000e+02
1631088077149406720,1.349090000000000e+02
1631088077427712768,1.349000000000000e+02
1631088077658301440,1.348840000000000e+02
1631088077894156288,1.348690000000000e+02
1631088078144675840,1.348750000000000e+02
1631088078401920512,1.348840000000000e+02
1631088078638258688,1.349010000000000e+02
1631088078901346048,1.349030000000000e+02
1631088079157068544,1.348960000000000e+02
1631088079414142464,1.348790000000000e+02
1631088079645598976,1.348590000000000e+02
1631088079889874944,1.348350000000000e+02
1631088080152625664,1.348200000000000e+02
1631088080408084480,1.348150000000000e+02
1631088080639832064,1.348140000000000e+02
1631088080891841280,1.348220000000000e+02
1631088081145990656,1.348300000000000e+02
1631088081399243264,1.348400000000000e+02
1631088081646485760,1.348580000000000e+02
1631088081901117440,1.348810000000000e+02
1631088082155608576,1.349090000000000e+02
1631088082412812032,1.349260000000000e+02
1631088082639028992,1.349440000000000e+02
1631088082894288640,1.349570000000000e+02
1631088083150717184,1.349590000000000e+02
1631088083429452544,1.349660000000000e+02
1631088083658436864,1.349650000000000e+02
1631088083889448192,1.349570000000000e+02
1631088084144543488,1.349490000000000e+02
1631088084401516032,1.349400000000000e+02
1631088084656847104,1.349410000000000e+02
1631088084907599872,1.349440000000000e+02
1631088085140767488,1.349570000000000e+02
1631088085420795392,1.349620000000000e+02
1631088085652077568,1.349620000000000e+02
1631088085907590144,1.349530000000000e+02
1631088086158720512,1.349400000000000e+02
1631088086413341184,1.349320000000000e+02
1631088086640462336,1.349150000000000e+02
1631088086910755328,1.349100000000000e+02
1631088087164456448,1.349180000000000e+02
1631088087420232960,1.349360000000000e+02
1631088087646672384,1.349560000000000e+02
1631088087903234560,1.349760000000000e+02
1631088088157693440,1.349910000000000e+02
1631088088414241536,1.349960000000000e+02
1631088088645315840,1.349910000000000e+02
1631088088900464896,1.349730000000000e+02
1631088089157087488,1.349600000000000e+02
1631088089414004992,1.349520000000000e+02
1631088089645267968,1.349450000000000e+02
1631088089900627712,1.349380000000000e+02
1631088090153005056,1.349290000000000e+02
1631088090409894912,1.349190000000000e+02
1631088090640208896,1.349160000000000e+02
1631088090903796992,1.349120000000000e+02
1631088091158419456,1.349050000000000e+02
1631088091415208960,1.348980000000000e+02
1631088091647214848,1.348920000000000e+02
1631088091901908992,1.348870000000000e+02
1631088092139523072,1.348850000000000e+02
1631088092400230656,1.348770000000000e+02
1631088092652867584,1.348740000000000e+02
1631088092907965184,1.348770000000000e+02
1631088093151203584,1.348850000000000e+02
1631088093405997568,1.348940000000000e+02
1631088093660198400,1.349060000000000e+02
1631088093893880320,1.349160000000000e+02
1631088094147397632,1.349210000000000e+02
1631088094404289792,1.349280000000000e+02
1631088094640054784,1.349280000000000e+02
1631088094896338432,1.349370000000000e+02
1631088095152469504,1.349350000000000e+02
1631088095430436096,1.349480000000000e+02
1631088095638832640,1.349680000000000e+02
1631088095911646976,1.349870000000000e+02
1631088096165850368,1.350000000000000e+02
1631088096422524928,1.350080000000000e+02
1631088096652894208,1.350100000000000e+02
1631088096908981248,1.350130000000000e+02
1631088097169464832,1.350150000000000e+02
1631088097424873472,1.350110000000000e+02
1631088097658321408,1.349990000000000e+02
1631088097890251776,1.349940000000000e+02
1631088098167842816,1.349960000000000e+02
1631088098399886080,1.349950000000000e+02
1631088098653942784,1.350010000000000e+02
1631088098909835264,1.350120000000000e+02
1631088099139145984,1.350220000000000e+02
1631088099403208960,1.350280000000000e+02
1631088099644721152,1.350320000000000e+02
1631088099899969792,1.350380000000000e+02
1631088100154986496,1.350450000000000e+02
1631088100410586880,1.350400000000000e+02
1631088100639768320,1.350370000000000e+02
1631088100896110080,1.350310000000000e+02
1631088101150805504,1.350330000000000e+02
1631088101406419968,1.350430000000000e+02
1631088101659643392,1.350380000000000e+02
1631088101889335296,1.350380000000000e+02
1631088102146691072,1.350400000000000e+02
1631088102402897664,1.350520000000000e+02
1631088102646069504,1.350480000000000e+02
1631088102901223168,1.350460000000000e+02
1631088103157434112,1.350400000000000e+02
1631088103411497472,1.350240000000000e+02
1631088103644076544,1.350140000000000e+02
1631088103898454016,1.350140000000000e+02
1631088104159627520,1.350150000000000e+02
1631088104413413632,1.350200000000000e+02
1631088104645762048,1.350330000000000e+02
1631088104900492800,1.350510000000000e+02
1631088105153521920,1.350530000000000e+02
1631088105411417600,1.350490000000000e+02
1631088105657136640,1.350240000000000e+02
1631088105891539712,1.350080000000000e+02
1631088106145963008,1.349890000000000e+02
1631088106403215872,1.349800000000000e+02
1631088106655705856,1.349830000000000e+02
1631088106898970368,1.349740000000000e+02
1631088107154123520,1.349640000000000e+02
1631088107407568128,1.349530000000000e+02
1631088107640463360,1.349390000000000e+02
1631088107893909504,1.349260000000000e+02
1631088108149987840,1.349210000000000e+02
1631088108405422080,1.349100000000000e+02
1631088108660069376,1.348900000000000e+02
1631088108891638528,1.348720000000000e+02
1631088109147907072,1.348640000000000e+02
1631088109426952448,1.348630000000000e+02
1631088109641435392,1.348640000000000e+02
1631088109895640064,1.348570000000000e+02
1631088110150219008,1.348320000000000e+02
1631088110406386688,1.347900000000000e+02
1631088110659859968,1.347380000000000e+02
1631088110894028288,1.346940000000000e+02
1631088111148087808,1.346530000000000e+02
1631088111405146624,1.346210000000000e+02
1631088111658607360,1.345960000000000e+02
1631088111910916864,1.345850000000000e+02
1631088112166620928,1.345670000000000e+02
1631088112399922176,1.345460000000000e+02
1631088112638850048,1.345350000000000e+02
1631088112902846208,1.345130000000000e+02
1631088113158795264,1.344740000000000e+02
1631088113414691584,1.344400000000000e+02
1631088113654868224,1.344000000000000e+02
1631088113909699840,1.343620000000000e+02
1631088114143416320,1.343220000000000e+02
1631088114398921728,1.342980000000000e+02
1631088114653380608,1.342810000000000e+02
1631088114907429120,1.342760000000000e+02
1631088115142590208,1.342670000000000e+02
1631088115409617408,1.342620000000000e+02
1631088115670525696,1.342510000000000e+02
1631088115911298816,1.342350000000000e+02
1631088116165909504,1.342130000000000e+02
1631088116399923456,1.341870000000000e+02
1631088116638777856,1.341650000000000e+02
1631088116895230208,1.341370000000000e+02
1631088117149542400,1.341120000000000e+02
1631088117429897984,1.340880000000000e+02
1631088117658938112,1.340560000000000e+02
1631088117914360064,1.340240000000000e+02
1631088118169885184,1.339990000000000e+02
1631088118410460928,1.339770000000000e+02
1631088118659041536,1.339560000000000e+02
1631088118893283840,1.339420000000000e+02
1631088119147779328,1.339190000000000e+02
1631088119428407552,1.338970000000000e+02
1631088119657467648,1.338700000000000e+02
1631088119906454528,1.338460000000000e+02
1631088120139099392,1.338170000000000e+02
1631088120417467904,1.337900000000000e+02
1631088120649084672,1.337640000000000e+02
1631088120904080128,1.337370000000000e+02
1631088121141872384,1.337100000000000e+02
1631088121419996160,1.336930000000000e+02
1631088121651115264,1.336640000000000e+02
1631088121905521920,1.336180000000000e+02
1631088122162828544,1.335790000000000e+02
1631088122400984832,1.335560000000000e+02
1631088122658374912,1.335510000000000e+02
1631088122890826240,1.335370000000000e+02
1631088123146487808,1.335310000000000e+02
1631088123402461440,1.335220000000000e+02
1631088123629076224,1.335180000000000e+02
1631088123908698112,1.335280000000000e+02
1631088124142029824,1.335320000000000e+02
1631088124422543616,1.335240000000000e+02
1631088124643023104,1.335160000000000e+02
1631088124888946176,1.334920000000000e+02
1631088125143641344,1.334670000000000e+02
1631088125401550080,1.334450000000000e+02
1631088125653981952,1.334320000000000e+02
1631088125907862272,1.334380000000000e+02
1631088126141951232,1.334590000000000e+02
1631088126403902464,1.334960000000000e+02
1631088126658471936,1.335420000000000e+02
1631088126890071808,1.335870000000000e+02
1631088127149074176,1.336200000000000e+02
1631088127427140352,1.336380000000000e+02
1631088127643163136,1.336540000000000e+02
1631088127920558080,1.336880000000000e+02
1631088128152717056,1.337350000000000e+02
1631088128409450240,1.337960000000000e+02
1631088128642733824,1.338800000000000e+02
1631088128897879296,1.339700000000000e+02
1631088129152233984,1.340580000000000e+02
1631088129408369408,1.341300000000000e+02
1631088129639933952,1.342030000000000e+02
1631088129901328128,1.342720000000000e+02
1631088130155729408,1.343370000000000e+02
1631088130412733440,1.344130000000000e+02
1631088130658780160,1.344990000000000e+02
1631088130894885120,1.345830000000000e+02
1631088131146259712,1.346490000000000e+02
1631088131402458112,1.347150000000000e+02
1631088131656174080,1.347860000000000e+02
1631088131911229440,1.348660000000000e+02
1631088132143801088,1.349410000000000e+02
1631088132400100352,1.350170000000000e+02
1631088132636281088,1.350750000000000e+02
1631088132907863552,1.351450000000000e+02
1631088133141584640,1.352120000000000e+02
1631088133415938560,1.352950000000000e+02
1631088133650065664,1.353910000000000e+02
1631088133904554496,1.354810000000000e+02
1631088134159561728,1.355510000000000e+02
1631088134415519232,1.356170000000000e+02
1631088134649355008,1.356780000000000e+02
1631088134904269568,1.357450000000000e+02
1631088135158399488,1.358160000000000e+02
1631088135414834432,1.358840000000000e+02
1631088135647151616,1.359560000000000e+02
1631088135894722560,1.360480000000000e+02
1631088136149437952,1.361360000000000e+02
1631088136428008960,1.362220000000000e+02
1631088136658617088,1.362870000000000e+02
1631088136892096256,1.363470000000000e+02
1631088137141065216,1.364110000000000e+02
1631088137419834880,1.364830000000000e+02
1631088137648885760,1.365590000000000e+02
1631088137903694592,1.366400000000000e+02
1631088138159418880,1.367150000000000e+02
1631088138417835520,1.368050000000000e+02
1631088138669760768,1.368710000000000e+02
1631088138901963008,1.369280000000000e+02
1631088139156652800,1.369790000000000e+02
1631088139413978112,1.370240000000000e+02
1631088139666523136,1.370710000000000e+02
1631088139898274304,1.371200000000000e+02
1631088140153461504,1.371640000000000e+02
1631088140409292544,1.372070000000000e+02
1631088140643383808,1.372650000000000e+02
1631088140906955264,1.373400000000000e+02
1631088141140663040,1.374130000000000e+02
1631088141417630208,1.374710000000000e+02
1631088141649227264,1.375090000000000e+02
1631088141904828160,1.375480000000000e+02
1631088142148084224,1.375830000000000e+02
1631088142404373760,1.376090000000000e+02
1631088142667544064,1.376340000000000e+02
1631088142900818944,1.376550000000000e+02
1631088143154503680,1.376590000000000e+02
1631088143410448128,1.376600000000000e+02
1631088143642588416,1.376670000000000e+02
1631088143896596736,1.376810000000000e+02
1631088144151645440,1.377040000000000e+02
1631088144403400704,1.377290000000000e+02
1631088144656129280,1.377600000000000e+02
1631088144891129088,1.377830000000000e+02
1631088145142823424,1.378060000000000e+02
1631088145419373312,1.378440000000000e+02
1631088145652172800,1.378930000000000e+02
1631088145906491648,1.379450000000000e+02
1631088146139388672,1.379980000000000e+02
1631088146417320960,1.380430000000000e+02
1631088146648136192,1.380840000000000e+02
1631088146902552832,1.381200000000000e+02
